4046,4225,4770,AveragePrice,Date,Large Bags,Small Bags,Total Bags,Total Volume,Unnamed: 0,XLarge Bags,region,type,year
283.13,90.07,0.0,1.17,1/7/2018,4492.53,4250.19,8742.72,9115.92,11.0,0.0,Buffalo,Organic,2018
29644.09,70982.1,0.0,1.7,3/25/2018,207.08,89424.11,89631.19,190257.38,0.0,0.0,California,Organic,2018
29398.11,70514.05,8.08,1.75,3/18/2018,153.0,102717.5,102870.5,202790.74,1.0,0.0,California,Organic,2018
32765.76,83573.0,0.0,1.58,3/11/2018,18.83,120465.39,120484.22,236822.98,2.0,0.0,California,Organic,2018
34245.39,67952.25,0.0,1.57,3/4/2018,60.6,136877.43,136938.03,239135.67,3.0,0.0,California,Organic,2018
28991.22,83730.03,0.0,1.82,2/25/2018,46.58,66273.89,66320.47,179041.72,4.0,0.0,California,Organic,2018
27895.41,73827.57,0.0,1.97,2/18/2018,35.68,65435.09,65470.77,167193.75,5.0,0.0,California,Organic,2018
30354.0,56580.92,0.0,1.85,2/11/2018,32.12,81344.22,81376.34,168311.26,6.0,0.0,California,Organic,2018
38078.53,60551.97,0.0,1.56,2/4/2018,54.82,89527.66,89582.48,188212.98,7.0,0.0,California,Organic,2018
30070.62,58357.89,0.0,1.87,1/28/2018,7.19,82563.11,82570.3,170998.81,8.0,0.0,California,Organic,2018
34411.37,64513.67,0.0,1.69,1/21/2018,27.1,83022.84,83049.94,181974.98,9.0,0.0,California,Organic,2018
52253.4,95353.95,0.0,1.61,1/14/2018,19.18,69054.51,69073.69,216681.04,10.0,0.0,California,Organic,2018
42992.91,56007.79,0.0,1.95,1/7/2018,69.72,57271.15,57340.87,156341.57,11.0,0.0,California,Organic,2018
17.85,5964.29,161.23,1.77,3/25/2018,95.22,5792.37,5887.59,12030.96,0.0,0.0,Charlotte,Organic,2018
30.26,5808.91,205.67,1.75,3/18/2018,140.45,5801.28,5941.73,11986.57,1.0,0.0,Charlotte,Organic,2018
29.01,6861.78,222.69,1.73,3/11/2018,72.67,6511.53,6584.2,13697.68,2.0,0.0,Charlotte,Organic,2018
31.41,6586.88,268.25,1.88,3/4/2018,374.23,4621.84,4996.07,11882.61,3.0,0.0,Charlotte,Organic,2018
36.46,5987.21,190.71,1.91,2/25/2018,64.26,5667.58,5731.84,11946.22,4.0,0.0,Charlotte,Organic,2018
22.67,5878.08,232.08,1.83,2/18/2018,303.44,5981.3,6284.74,12417.57,5.0,0.0,Charlotte,Organic,2018
7.2,5645.05,238.86,1.92,2/11/2018,148.7,5176.75,5325.45,11216.56,6.0,0.0,Charlotte,Organic,2018
26.28,5187.8,201.87,1.89,2/4/2018,244.25,7613.73,7857.98,13273.93,7.0,0.0,Charlotte,Organic,2018
21.47,6626.86,271.36,1.76,1/28/2018,432.43,5080.46,5512.89,12432.58,8.0,0.0,Charlotte,Organic,2018
8.94,5461.01,246.99,1.62,1/21/2018,2.64,6703.12,6705.76,12422.7,9.0,0.0,Charlotte,Organic,2018
17.87,7132.92,241.85,1.45,1/14/2018,13.33,12116.18,12129.51,19522.15,10.0,0.0,Charlotte,Organic,2018
22.16,6254.59,225.17,1.08,1/7/2018,107.13,22132.06,22239.19,28741.11,11.0,0.0,Charlotte,Organic,2018
324.87,27550.29,0.0,1.69,3/25/2018,36.66,7176.54,7213.2,35088.36,0.0,0.0,Chicago,Organic,2018
184.53,26955.74,0.0,1.66,3/18/2018,3.33,8398.57,8401.9,35542.17,1.0,0.0,Chicago,Organic,2018
583.18,32382.95,0.0,1.66,3/11/2018,13.34,8990.36,9003.7,41969.83,2.0,0.0,Chicago,Organic,2018
1107.05,35255.03,0.0,1.62,3/4/2018,10.0,9654.5,9664.5,46026.58,3.0,0.0,Chicago,Organic,2018
246.73,29263.75,0.0,1.68,2/25/2018,13.33,6908.84,6922.17,36432.65,4.0,0.0,Chicago,Organic,2018
259.18,24314.04,0.0,1.66,2/18/2018,10.0,9095.36,9105.36,33678.58,5.0,0.0,Chicago,Organic,2018
409.68,26524.51,0.0,1.65,2/11/2018,6.67,11261.31,11267.98,38202.17,6.0,0.0,Chicago,Organic,2018
313.29,32668.25,0.0,1.62,2/4/2018,0.0,13975.3,13975.3,46956.84,7.0,0.0,Chicago,Organic,2018
215.4,31318.93,0.0,1.72,1/28/2018,0.0,9236.61,9236.61,40770.94,8.0,0.0,Chicago,Organic,2018
83.93,28134.16,0.0,1.82,1/21/2018,0.0,8470.58,8470.58,36688.67,9.0,0.0,Chicago,Organic,2018
133.39,31177.44,0.0,1.79,1/14/2018,10.0,13635.06,13645.06,44955.89,10.0,0.0,Chicago,Organic,2018
118.84,29600.36,0.0,1.83,1/7/2018,3.33,11850.72,11854.05,41573.25,11.0,0.0,Chicago,Organic,2018
728.9,4308.74,0.0,1.66,3/25/2018,3065.87,7398.87,10464.74,15502.38,0.0,0.0,Cincinnati,Organic,2018
932.06,10505.06,0.0,1.31,3/18/2018,8538.6,8746.0,17284.6,28721.72,1.0,0.0,Cincinnati,Organic,2018
1080.28,12488.67,0.0,1.27,3/11/2018,5330.36,15617.99,20948.35,34517.3,2.0,0.0,Cincinnati,Organic,2018
810.62,4420.73,0.0,1.68,3/4/2018,1569.95,4449.27,6019.22,11250.57,3.0,0.0,Cincinnati,Organic,2018
736.69,4538.31,0.0,1.78,2/25/2018,7546.88,2275.92,9822.8,15097.8,4.0,0.0,Cincinnati,Organic,2018
680.18,4321.38,0.0,1.64,2/18/2018,111.32,4698.48,4809.8,9811.36,5.0,0.0,Cincinnati,Organic,2018
535.84,3567.35,0.0,1.59,2/11/2018,1458.39,5192.81,6651.2,10754.39,6.0,0.0,Cincinnati,Organic,2018
628.58,4438.31,0.0,1.69,2/4/2018,1790.18,4339.23,6129.41,11196.3,7.0,0.0,Cincinnati,Organic,2018
702.32,4805.49,0.0,1.51,1/28/2018,6386.22,3133.44,9519.66,15027.47,8.0,0.0,Cincinnati,Organic,2018
678.73,5179.83,0.0,1.6,1/21/2018,9817.27,2688.54,12505.81,18364.37,9.0,0.0,Cincinnati,Organic,2018
610.29,5917.68,0.0,1.71,1/14/2018,8536.87,4369.52,12906.39,19434.36,10.0,0.0,Cincinnati,Organic,2018
710.55,5212.44,0.0,1.71,1/7/2018,3838.26,3380.57,7218.83,13141.82,11.0,0.0,Cincinnati,Organic,2018
533.97,1113.33,0.0,1.31,3/25/2018,1717.55,7760.23,9477.78,11125.08,0.0,0.0,Columbus,Organic,2018
723.66,8582.89,0.0,1.2,3/18/2018,11551.48,11776.03,23327.51,32634.06,1.0,0.0,Columbus,Organic,2018
820.89,10737.83,0.0,1.26,3/11/2018,2420.58,12641.49,15062.07,26620.79,2.0,0.0,Columbus,Organic,2018
531.55,1246.43,0.0,1.48,3/4/2018,149.86,5689.68,5839.54,7617.52,3.0,0.0,Columbus,Organic,2018
470.96,1510.35,0.0,1.57,2/25/2018,749.82,4640.71,5390.53,7371.84,4.0,0.0,Columbus,Organic,2018
434.86,1521.43,0.0,1.44,2/18/2018,0.0,5850.92,5850.92,7807.21,5.0,0.0,Columbus,Organic,2018
445.67,1117.03,0.0,1.42,2/11/2018,321.69,7086.27,7407.96,8970.66,6.0,0.0,Columbus,Organic,2018
587.11,1186.62,0.0,1.47,2/4/2018,195.33,5453.09,5648.42,7422.15,7.0,0.0,Columbus,Organic,2018
564.77,1557.33,0.0,1.43,1/28/2018,1457.15,4090.06,5547.21,7669.31,8.0,0.0,Columbus,Organic,2018
613.65,1852.11,0.0,1.5,1/21/2018,2428.58,4083.63,6512.21,8977.97,9.0,0.0,Columbus,Organic,2018
977.0,1620.14,0.0,1.3,1/14/2018,476.4,7350.79,7827.19,10424.33,10.0,0.0,Columbus,Organic,2018
1639.81,1133.28,0.0,1.15,1/7/2018,710.0,9106.36,9816.36,12589.45,11.0,0.0,Columbus,Organic,2018
5372.35,1047.92,0.0,1.46,3/25/2018,2014.83,23054.17,25069.0,31489.27,0.0,0.0,Dallas,Organic,2018
5570.59,1317.02,0.0,1.32,3/18/2018,1604.07,22630.41,24234.48,31122.09,1.0,0.0,Dallas,Organic,2018
6067.15,810.89,0.0,1.3,3/11/2018,1809.4,25669.77,27479.17,34357.21,2.0,0.0,Dallas,Organic,2018
5610.19,618.5,0.0,1.38,3/4/2018,1632.18,20545.89,22178.07,28406.76,3.0,0.0,Dallas,Organic,2018
3998.07,635.53,0.0,1.34,2/25/2018,1046.79,17839.97,18886.76,23520.36,4.0,0.0,Dallas,Organic,2018
4546.52,787.2,0.0,1.36,2/18/2018,393.89,19653.07,20046.96,25380.68,5.0,0.0,Dallas,Organic,2018
4681.33,437.65,0.0,1.34,2/11/2018,269.4,22690.02,22959.42,28078.4,6.0,0.0,Dallas,Organic,2018
4977.37,561.14,0.0,1.37,2/4/2018,250.51,22281.2,22531.71,28070.22,7.0,0.0,Dallas,Organic,2018
4936.84,476.06,0.0,1.45,1/28/2018,1043.04,19613.2,20656.24,26069.14,8.0,0.0,Dallas,Organic,2018
4244.71,360.17,0.0,1.5,1/21/2018,1820.19,17607.8,19427.99,24032.87,9.0,0.0,Dallas,Organic,2018
5179.65,577.3,0.0,1.54,1/14/2018,2993.27,16878.39,19871.66,25628.61,10.0,0.0,Dallas,Organic,2018
4020.53,454.86,0.0,1.45,1/7/2018,2654.05,14157.14,16811.19,21286.58,11.0,0.0,Dallas,Organic,2018
6516.4,685.92,44.09,1.6,3/25/2018,1064.51,16514.58,17579.09,24825.5,0.0,0.0,Denver,Organic,2018
10539.17,797.06,33.21,1.67,3/18/2018,895.45,9087.45,9982.9,21352.34,1.0,0.0,Denver,Organic,2018
7032.9,640.35,52.08,1.59,3/11/2018,833.54,23032.03,23865.57,31590.9,2.0,0.0,Denver,Organic,2018
5776.81,588.5,10.66,1.55,3/4/2018,747.01,17177.3,17924.31,24300.28,3.0,0.0,Denver,Organic,2018
8387.3,751.32,24.81,1.39,2/25/2018,876.54,26783.45,27659.99,36823.42,4.0,0.0,Denver,Organic,2018
8065.46,597.63,49.7,1.35,2/18/2018,165.65,27804.78,27970.43,36683.22,5.0,0.0,Denver,Organic,2018
5261.02,639.37,35.39,1.55,2/11/2018,85.31,16367.04,16452.35,22388.13,6.0,0.0,Denver,Organic,2018
3746.88,496.84,23.49,1.51,2/4/2018,89.75,12101.76,12191.51,16458.72,7.0,0.0,Denver,Organic,2018
6132.33,550.8,36.18,1.51,1/28/2018,427.44,20366.98,20794.42,27513.73,8.0,0.0,Denver,Organic,2018
7841.79,687.2,32.61,1.55,1/21/2018,968.44,20613.26,21581.7,30143.3,9.0,0.0,Denver,Organic,2018
8395.91,839.11,53.61,1.53,1/14/2018,1423.6,25789.59,27213.19,36501.82,10.0,0.0,Denver,Organic,2018
8896.86,939.38,22.09,1.38,1/7/2018,1250.77,28597.18,29847.95,39706.28,11.0,0.0,Denver,Organic,2018
687.46,2729.79,0.0,1.43,3/25/2018,2966.82,13920.18,16887.0,20507.49,0.0,0.0,Detroit,Organic,2018
1452.72,18641.57,0.0,1.2,3/18/2018,20339.37,22871.48,43210.85,63356.5,1.0,0.0,Detroit,Organic,2018
1549.8,20242.92,0.0,1.23,3/11/2018,3612.69,27074.68,30687.37,52514.65,2.0,0.0,Detroit,Organic,2018
676.16,2624.4,0.0,1.16,3/4/2018,379.12,20853.85,21232.97,24533.53,3.0,0.0,Detroit,Organic,2018
601.22,2864.17,0.0,1.45,2/25/2018,2084.92,10325.46,12410.38,15973.44,4.0,0.0,Detroit,Organic,2018
577.71,2469.69,1.41,1.34,2/18/2018,7.81,11571.98,11579.79,14647.97,5.0,0.0,Detroit,Organic,2018
606.28,2464.24,0.0,1.36,2/11/2018,807.13,12740.25,13547.38,16655.03,6.0,0.0,Detroit,Organic,2018
580.19,2434.85,0.0,1.32,2/4/2018,660.11,13820.72,14480.83,17541.66,7.0,0.0,Detroit,Organic,2018
738.01,3026.96,0.0,1.29,1/28/2018,3326.3,12972.63,16298.93,20073.36,8.0,0.0,Detroit,Organic,2018
826.25,3379.62,0.0,1.41,1/21/2018,6675.11,11215.49,17890.6,22121.43,9.0,0.0,Detroit,Organic,2018
750.22,3266.56,0.0,1.32,1/14/2018,1176.19,15422.79,16598.98,20636.96,10.0,0.0,Detroit,Organic,2018
1649.74,3006.89,0.0,1.22,1/7/2018,1622.42,16829.87,18452.29,23120.43,11.0,0.0,Detroit,Organic,2018
73.78,1301.09,0.0,1.34,3/25/2018,1.67,7162.69,7164.36,8539.23,0.0,0.0,Grand Rapids,Organic,2018
4.48,1362.75,0.0,1.33,3/18/2018,28.21,7815.81,7844.02,9211.25,1.0,0.0,Grand Rapids,Organic,2018
35.72,1201.8,0.0,1.32,3/11/2018,0.0,7143.57,7143.57,8381.09,2.0,0.0,Grand Rapids,Organic,2018
78.5,7765.2,0.0,1.01,3/4/2018,0.0,10144.07,10144.07,17987.77,3.0,0.0,Grand Rapids,Organic,2018
10.15,1084.45,0.0,1.34,2/25/2018,13.33,6007.44,6020.77,7115.37,4.0,0.0,Grand Rapids,Organic,2018
5.81,858.31,0.0,1.29,2/18/2018,0.0,6794.81,6794.81,7658.93,5.0,0.0,Grand Rapids,Organic,2018
11.55,2034.77,0.0,1.25,2/11/2018,0.0,6813.21,6813.21,8859.53,6.0,0.0,Grand Rapids,Organic,2018
15.77,626.63,0.0,1.21,2/4/2018,0.0,7677.82,7677.82,8320.22,7.0,0.0,Grand Rapids,Organic,2018
45.63,737.22,0.0,1.26,1/28/2018,0.0,7468.81,7468.81,8251.66,8.0,0.0,Grand Rapids,Organic,2018
4.26,1118.8,0.0,1.31,1/21/2018,25.27,7418.31,7443.58,8566.64,9.0,0.0,Grand Rapids,Organic,2018
14.16,1519.63,0.0,1.32,1/14/2018,29.9,8744.72,8774.62,10308.41,10.0,0.0,Grand Rapids,Organic,2018
12.71,3013.06,0.0,1.25,1/7/2018,0.0,8423.53,8423.53,11449.3,11.0,0.0,Grand Rapids,Organic,2018
5140.14,51115.63,0.0,1.47,3/25/2018,23027.99,102033.82,125061.81,182492.41,0.0,0.0,Great Lakes,Organic,2018
6924.59,101003.84,4.97,1.3,3/18/2018,73344.52,138687.27,212031.79,320320.99,1.0,0.0,Great Lakes,Organic,2018
7730.19,117026.23,0.0,1.31,3/11/2018,40148.77,158988.83,199137.6,324172.31,2.0,0.0,Great Lakes,Organic,2018
6008.33,68134.36,0.0,1.33,3/4/2018,28755.68,119193.36,147949.04,222950.32,3.0,0.0,Great Lakes,Organic,2018
4528.42,51477.74,0.0,1.49,2/25/2018,33244.19,86332.21,119576.4,176612.49,4.0,0.0,Great Lakes,Organic,2018
4271.27,44540.75,1.63,1.45,2/18/2018,9240.64,98871.98,108112.62,157146.89,5.0,0.0,Great Lakes,Organic,2018
4475.83,46711.13,1.63,1.44,2/11/2018,14027.84,109613.32,123641.16,175088.87,6.0,0.0,Great Lakes,Organic,2018
4670.38,53564.29,0.0,1.45,2/4/2018,12320.91,114470.1,126791.01,185270.31,7.0,0.0,Great Lakes,Organic,2018
4791.32,53866.78,0.0,1.42,1/28/2018,39772.77,101734.66,141507.43,200318.01,8.0,0.0,Great Lakes,Organic,2018
5114.24,53205.28,0.0,1.41,1/21/2018,86504.23,89986.79,176491.02,235021.5,9.0,0.0,Great Lakes,Organic,2018
5573.56,58518.98,0.0,1.45,1/14/2018,48830.6,130909.33,179739.93,243959.31,10.0,0.0,Great Lakes,Organic,2018
8227.83,55921.31,0.0,1.4,1/7/2018,34239.46,126158.83,160398.29,224698.1,11.0,0.0,Great Lakes,Organic,2018
371.93,239.04,9.87,1.36,3/25/2018,3.33,22545.0,22548.33,23169.17,0.0,0.0,Harrisburg,Organic,2018
791.32,428.09,6.63,1.47,3/18/2018,0.0,16589.4,16589.4,17815.44,1.0,0.0,Harrisburg,Organic,2018
393.48,267.87,22.22,1.47,3/11/2018,10.0,19811.09,19821.09,20504.66,2.0,0.0,Harrisburg,Organic,2018
659.11,396.33,20.94,1.43,3/4/2018,3.33,17889.25,17892.58,18968.96,3.0,0.0,Harrisburg,Organic,2018
330.05,369.57,5.01,1.42,2/25/2018,3.33,17706.37,17709.7,18414.33,4.0,0.0,Harrisburg,Organic,2018
3948.19,2895.75,15.24,1.43,2/18/2018,3.33,20134.1,20137.43,26996.61,5.0,0.0,Harrisburg,Organic,2018
217.6,254.81,20.89,1.53,2/11/2018,22.22,17798.66,17820.88,18314.18,6.0,0.0,Harrisburg,Organic,2018
322.53,300.03,6.03,1.5,2/4/2018,97.78,20329.15,20426.93,21055.52,7.0,0.0,Harrisburg,Organic,2018
409.5,280.03,19.17,1.49,1/28/2018,3.35,21137.86,21141.21,21849.91,8.0,0.0,Harrisburg,Organic,2018
225.43,166.81,19.2,1.59,1/21/2018,6.68,15410.91,15417.59,15829.03,9.0,0.0,Harrisburg,Organic,2018
175.52,199.52,5.07,1.45,1/14/2018,0.0,23446.63,23446.63,23826.74,10.0,0.0,Harrisburg,Organic,2018
208.15,312.97,13.01,1.51,1/7/2018,10.0,20550.99,20560.99,21095.12,11.0,0.0,Harrisburg,Organic,2018
144.4,10949.63,0.0,2.09,3/25/2018,10.89,9137.73,9148.62,20242.65,0.0,0.0,Hartford,Organic,2018
537.35,22724.89,0.0,1.88,3/18/2018,1.55,8472.87,8474.42,31736.66,1.0,0.0,Hartford,Organic,2018
147.46,8428.14,2.8,2.15,3/11/2018,0.0,9143.87,9143.87,17722.27,2.0,0.0,Hartford,Organic,2018
622.71,19631.02,0.0,1.9,3/4/2018,0.0,7354.43,7354.43,27608.16,3.0,0.0,Hartford,Organic,2018
213.6,7229.28,0.0,2.05,2/25/2018,0.0,8278.18,8278.18,15721.06,4.0,0.0,Hartford,Organic,2018
1201.04,40277.25,8.4,1.48,2/18/2018,295.69,7566.48,7862.17,49348.86,5.0,0.0,Hartford,Organic,2018
23.95,4455.68,8.38,2.1,2/11/2018,6.21,7389.71,7395.92,11883.93,6.0,0.0,Hartford,Organic,2018
142.97,8510.44,15.34,1.94,2/4/2018,0.0,8736.09,8736.09,17404.84,7.0,0.0,Hartford,Organic,2018
468.61,10161.69,2.79,1.9,1/28/2018,0.0,8340.8,8340.8,18973.89,8.0,0.0,Hartford,Organic,2018
97.64,4096.79,1.39,2.12,1/21/2018,34.1,8079.06,8113.16,12308.98,9.0,0.0,Hartford,Organic,2018
122.85,4410.11,0.0,2.02,1/14/2018,4.88,9911.02,9915.9,14448.86,10.0,0.0,Hartford,Organic,2018
76.07,4721.42,1.4,2.03,1/7/2018,0.0,10405.77,10405.77,15204.66,11.0,0.0,Hartford,Organic,2018
8247.81,67.33,0.0,1.31,3/25/2018,590.0,28094.58,28684.58,36999.72,0.0,0.0,Houston,Organic,2018
7515.02,138.75,0.0,1.07,3/18/2018,443.34,22467.29,22910.63,30564.4,1.0,0.0,Houston,Organic,2018
8456.51,165.94,0.0,1.26,3/11/2018,443.33,31440.37,31883.7,40506.15,2.0,0.0,Houston,Organic,2018
6442.57,67.11,0.0,1.37,3/4/2018,256.66,21933.32,22189.98,28699.66,3.0,0.0,Houston,Organic,2018
5721.05,68.95,0.0,1.41,2/25/2018,256.66,19544.33,19800.99,25590.99,4.0,0.0,Houston,Organic,2018
6697.58,149.14,0.0,1.41,2/18/2018,100.0,24082.3,24182.3,31029.02,5.0,0.0,Houston,Organic,2018
5208.72,60.53,0.0,1.4,2/11/2018,86.67,19029.73,19116.4,24385.65,6.0,0.0,Houston,Organic,2018
10163.94,216.52,0.0,1.43,2/4/2018,129.99,16644.99,16774.98,27155.44,7.0,0.0,Houston,Organic,2018
10288.17,114.77,0.0,1.45,1/28/2018,56.67,16394.59,16451.26,26854.2,8.0,0.0,Houston,Organic,2018
7335.69,43.11,0.0,1.41,1/21/2018,243.33,25100.48,25343.81,32722.61,9.0,0.0,Houston,Organic,2018
11013.42,108.93,0.0,1.49,1/14/2018,446.67,23953.75,24400.42,35522.77,10.0,0.0,Houston,Organic,2018
9238.55,61.24,0.0,1.38,1/7/2018,350.0,20778.64,21128.64,30428.43,11.0,0.0,Houston,Organic,2018
319.39,1427.13,0.0,1.28,3/25/2018,4247.31,3437.74,7685.05,9506.07,0.0,0.0,Indianapolis,Organic,2018
384.68,3856.94,0.0,1.2,3/18/2018,5709.83,7412.71,13122.54,17377.59,1.0,0.0,Indianapolis,Organic,2018
341.99,3553.23,0.0,1.22,3/11/2018,2849.95,8448.16,11298.11,15216.33,2.0,0.0,Indianapolis,Organic,2018
283.05,1481.74,0.0,1.23,3/4/2018,2489.42,6217.0,8706.42,10713.61,3.0,0.0,Indianapolis,Organic,2018
256.43,1278.39,0.0,1.45,2/25/2018,3105.81,4655.23,7761.04,9345.93,4.0,0.0,Indianapolis,Organic,2018
230.01,1110.05,0.0,1.34,2/18/2018,2096.47,3988.42,6084.89,7478.79,5.0,0.0,Indianapolis,Organic,2018
280.47,939.13,0.0,1.34,2/11/2018,1637.14,5468.35,7105.49,8377.74,6.0,0.0,Indianapolis,Organic,2018
275.47,1302.43,0.0,1.36,2/4/2018,2510.64,5633.86,8144.5,9773.21,7.0,0.0,Indianapolis,Organic,2018
205.04,1254.73,0.0,1.4,1/28/2018,2743.88,4711.37,7455.25,8935.85,8.0,0.0,Indianapolis,Organic,2018
281.81,1266.88,0.0,1.48,1/21/2018,3734.74,4149.72,7884.46,9495.46,9.0,0.0,Indianapolis,Organic,2018
221.76,1861.23,0.0,1.46,1/14/2018,3360.87,8183.14,11544.01,13651.18,10.0,0.0,Indianapolis,Organic,2018
205.23,1460.83,0.0,1.46,1/7/2018,2314.33,5889.7,8204.03,9885.05,11.0,0.0,Indianapolis,Organic,2018
171.22,806.65,3.93,1.75,3/25/2018,1592.04,2944.89,4536.93,5518.73,0.0,0.0,Jacksonville,Organic,2018
87.69,667.47,3.93,1.6,3/18/2018,549.07,2769.35,3318.42,4077.51,1.0,0.0,Jacksonville,Organic,2018
92.46,616.99,3.93,1.53,3/11/2018,100.85,2561.1,2661.95,3375.33,2.0,0.0,Jacksonville,Organic,2018
176.31,1177.74,0.0,1.92,3/4/2018,2766.41,2442.22,5208.63,6562.68,3.0,0.0,Jacksonville,Organic,2018
106.24,915.35,0.0,1.73,2/25/2018,1089.38,2877.78,3967.16,4988.75,4.0,0.0,Jacksonville,Organic,2018
149.89,1094.56,2.62,1.89,2/18/2018,1858.67,2283.94,4142.61,5389.68,5.0,0.0,Jacksonville,Organic,2018
165.47,836.48,6.51,1.83,2/11/2018,1787.92,2420.23,4208.15,5216.61,6.0,0.0,Jacksonville,Organic,2018
57.22,465.58,0.0,1.62,2/4/2018,306.68,2008.9,2315.58,2838.38,7.0,0.0,Jacksonville,Organic,2018
160.85,1076.66,6.49,2.01,1/28/2018,2683.73,1776.66,4460.39,5704.39,8.0,0.0,Jacksonville,Organic,2018
67.15,597.85,6.46,1.77,1/21/2018,733.14,2105.56,2838.7,3510.16,9.0,0.0,Jacksonville,Organic,2018
44.77,587.12,5.12,1.57,1/14/2018,0.0,2171.83,2171.83,2808.84,10.0,0.0,Jacksonville,Organic,2018
43.23,531.48,0.0,1.43,1/7/2018,14.63,2400.05,2414.68,2989.39,11.0,0.0,Jacksonville,Organic,2018
1541.02,1842.23,0.0,1.65,3/25/2018,54.18,7283.04,7337.22,10720.47,0.0,0.0,Las Vegas,Organic,2018
1458.43,2174.4,0.0,1.66,3/18/2018,20.32,7545.71,7566.03,11198.86,1.0,0.0,Las Vegas,Organic,2018
1966.47,2132.96,0.0,1.62,3/11/2018,6.2,9686.91,9693.11,13792.54,2.0,0.0,Las Vegas,Organic,2018
1575.2,2190.42,0.0,1.66,3/4/2018,0.0,7763.4,7763.4,11529.02,3.0,0.0,Las Vegas,Organic,2018
1407.85,1898.15,0.0,1.66,2/25/2018,38.91,6957.59,6996.5,10302.5,4.0,0.0,Las Vegas,Organic,2018
1473.68,1915.56,0.0,1.64,2/18/2018,23.39,7665.64,7689.03,11078.27,5.0,0.0,Las Vegas,Organic,2018
1244.97,1641.29,0.0,1.7,2/11/2018,9.33,6503.74,6513.07,9399.33,6.0,0.0,Las Vegas,Organic,2018
1479.32,1512.78,0.0,1.79,2/4/2018,45.64,6465.39,6511.03,9503.13,7.0,0.0,Las Vegas,Organic,2018
1005.73,2110.22,0.0,1.78,1/28/2018,17.71,5538.46,5556.17,8672.12,8.0,0.0,Las Vegas,Organic,2018
1096.07,1280.31,0.0,1.91,1/21/2018,0.0,5115.15,5115.15,7491.53,9.0,0.0,Las Vegas,Organic,2018
1497.55,2199.58,0.0,1.98,1/14/2018,6.4,6180.41,6186.81,9883.94,10.0,0.0,Las Vegas,Organic,2018
1701.33,2012.1,0.0,1.73,1/7/2018,26.87,6553.06,6579.93,10293.36,11.0,0.0,Las Vegas,Organic,2018
11197.66,29959.26,0.0,1.74,3/25/2018,162.19,50420.81,50583.0,91739.92,0.0,0.0,Los Angeles,Organic,2018
10829.18,30437.33,0.0,1.72,3/18/2018,112.54,52187.11,52299.65,93566.16,1.0,0.0,Los Angeles,Organic,2018
12839.05,36894.48,0.0,1.39,3/11/2018,8.77,92190.53,92199.3,141932.83,2.0,0.0,Los Angeles,Organic,2018
14856.48,27596.01,0.0,1.4,3/4/2018,47.11,103108.51,103155.62,145608.11,3.0,0.0,Los Angeles,Organic,2018
10382.97,35406.21,0.0,1.74,2/25/2018,26.54,45169.68,45196.22,90985.4,4.0,0.0,Los Angeles,Organic,2018
9009.79,35316.2,0.0,1.88,2/18/2018,8.99,44519.43,44528.42,88854.41,5.0,0.0,Los Angeles,Organic,2018
11627.06,23735.33,0.0,1.74,2/11/2018,28.69,57577.44,57606.13,92968.52,6.0,0.0,Los Angeles,Organic,2018
12267.41,21472.21,0.0,1.6,2/4/2018,49.16,66486.1,66535.26,100274.88,7.0,0.0,Los Angeles,Organic,2018
11366.1,25056.37,0.0,1.73,1/28/2018,7.14,60596.54,60603.68,97026.15,8.0,0.0,Los Angeles,Organic,2018
9239.41,24527.98,0.0,1.75,1/21/2018,27.08,60647.03,60674.11,94441.5,9.0,0.0,Los Angeles,Organic,2018
15769.61,39738.42,0.0,1.68,1/14/2018,12.2,51104.4,51116.6,106624.63,10.0,0.0,Los Angeles,Organic,2018
20189.33,24193.04,0.0,1.8,1/7/2018,57.83,43077.03,43134.86,87517.23,11.0,0.0,Los Angeles,Organic,2018
8.0,988.64,0.0,1.46,3/25/2018,1145.41,2031.65,3177.06,4173.7,0.0,0.0,Louisville,Organic,2018
0.0,1367.86,0.0,1.38,3/18/2018,1734.47,1470.9,3205.37,4573.23,1.0,0.0,Louisville,Organic,2018
1.3,1528.74,0.0,1.35,3/11/2018,2276.33,2099.42,4375.75,5905.79,2.0,0.0,Louisville,Organic,2018
13.39,1011.72,0.0,1.43,3/4/2018,2092.41,1959.38,4051.79,5076.9,3.0,0.0,Louisville,Organic,2018
1.0,1293.28,0.0,1.59,2/25/2018,891.33,1487.59,2378.92,3673.2,4.0,0.0,Louisville,Organic,2018
0.0,1076.45,0.0,1.59,2/18/2018,12.88,975.57,988.45,2064.9,5.0,0.0,Louisville,Organic,2018
6.0,883.15,0.0,1.56,2/11/2018,258.46,1027.05,1285.51,2174.66,6.0,0.0,Louisville,Organic,2018
0.0,950.25,0.0,1.48,2/4/2018,314.62,1736.68,2051.3,3001.55,7.0,0.0,Louisville,Organic,2018
1.27,1036.16,0.0,1.48,1/28/2018,355.0,1853.15,2208.15,3245.58,8.0,0.0,Louisville,Organic,2018
1.0,1008.63,0.0,1.6,1/21/2018,1564.48,1596.03,3160.51,4170.14,9.0,0.0,Louisville,Organic,2018
0.0,1199.91,0.0,1.54,1/14/2018,768.0,1769.94,2537.94,3737.85,10.0,0.0,Louisville,Organic,2018
4.0,1207.46,0.0,1.38,1/7/2018,1184.87,2226.12,3410.99,4622.45,11.0,0.0,Louisville,Organic,2018
